Date,Products,ISP,Production,Lifting,Sales_Gas,Production_Gas
2024-12-29,LPG,Excl. ISP,957,1353,438,120
2024-12-30,LPG,Incl. ISP,1305,1270,495,126
2024-12-31,LPG,Incl. ISP,1132,1061,317,110
2025-01-01,NGL,Excl. ISP,1177,1249,522,119
2025-01-02,NGL,Incl. ISP,1417,1141,157,142
2025-01-03,NGL,Incl. ISP,1109,984,119,117
2025-01-04,NGL,Excl. ISP,1490,1046,486,96
2025-01-05,LPG,Excl. ISP,1145,1117,533,143
2025-01-06,NGL,Excl. ISP,1147,1291,505,139
2025-01-07,NGL,Excl. ISP,975,1437,452,105
2025-01-08,NGL,Incl. ISP,967,1024,460,132
2025-01-09,LPG,Excl. ISP,1330,1209,335,102
2025-01-10,LPG,Excl. ISP,1304,1473,515,148
2025-01-11,LPG,Incl. ISP,1011,1131,524,119
2025-01-12,NGL,Excl. ISP,1133,960,363,118
2025-01-13,NGL,Incl. ISP,1118,1048,275,105
2025-01-14,NGL,Excl. ISP,1459,1406,388,105
2025-01-15,NGL,Excl. ISP,1043,1350,265,121
2025-01-16,NGL,Incl. ISP,1429,1123,304,116
2025-01-17,NGL,Excl. ISP,1472,1283,517,108
2025-01-18,LPG,Excl. ISP,1340,1424,150,92
2025-01-19,NGL,Excl. ISP,1108,980,202,119
2025-01-20,LPG,Incl. ISP,980,942,311,118
2025-01-21,LPG,Excl. ISP,1456,1082,135,114
2025-01-22,NGL,Excl. ISP,1053,1179,388,139
2025-01-23,NGL,Incl. ISP,1093,982,351,120
2025-01-24,NGL,Excl. ISP,1146,1240,147,137
2025-01-25,LPG,Incl. ISP,1338,1455,183,111
2025-01-26,LPG,Excl. ISP,1159,1188,109,138
2025-01-27,NGL,Excl. ISP,903,1454,221,106
2025-01-28,LPG,Incl. ISP,1380,1135,254,138
2025-01-29,LPG,Excl. ISP,1427,1012,314,135
2025-01-30,NGL,Excl. ISP,1150,1307,371,131
2025-01-31,NGL,Excl. ISP,1442,1137,167,142
2025-02-01,LPG,Incl. ISP,1434,992,490,146
2025-02-02,NGL,Incl. ISP,1461,1212,499,138
2025-02-03,NGL,Excl. ISP,1093,1304,205,143
2025-02-04,NGL,Incl. ISP,1436,1391,274,122
2025-02-05,LPG,Excl. ISP,1199,1335,498,142
2025-02-06,LPG,Incl. ISP,1448,1344,378,99
2025-02-07,LPG,Incl. ISP,1115,1333,348,114
2025-02-08,LPG,Excl. ISP,1072,972,135,99
2025-02-09,LPG,Excl. ISP,1001,965,355,135
2025-02-10,NGL,Excl. ISP,1123,1007,502,105
2025-02-11,NGL,Excl. ISP,1327,1084,390,140
2025-02-12,NGL,Incl. ISP,1297,1291,170,134
2025-02-13,LPG,Incl. ISP,1242,1481,423,133
2025-02-14,NGL,Excl. ISP,1199,1424,217,149
2025-02-15,NGL,Incl. ISP,1230,906,369,91
2025-02-16,NGL,Incl. ISP,1453,918,189,150
2025-02-17,NGL,Incl. ISP,1429,1488,524,129
2025-02-18,LPG,Incl. ISP,1211,1197,526,110
2025-02-19,NGL,Incl. ISP,1262,1389,138,92
2025-02-20,LPG,Incl. ISP,1484,1092,423,146
2025-02-21,LPG,Incl. ISP,949,1471,135,121
2025-02-22,LPG,Excl. ISP,1042,1223,312,137
2025-02-23,NGL,Incl. ISP,1174,992,354,124
2025-02-24,NGL,Incl. ISP,1209,1164,534,138
2025-02-25,LPG,Excl. ISP,1400,1355,170,150
2025-02-26,NGL,Incl. ISP,1456,1448,505,117
2025-02-27,LPG,Incl. ISP,1084,1413,341,150
2025-02-28,LPG,Incl. ISP,1344,927,409,118
2025-03-01,LPG,Excl. ISP,1297,1342,542,112
2025-03-02,LPG,Incl. ISP,976,1095,362,93
2025-03-03,NGL,Excl. ISP,1469,943,174,139
2025-03-04,NGL,Excl. ISP,1204,1218,435,91
2025-03-05,LPG,Incl. ISP,1202,973,173,124
2025-03-06,NGL,Incl. ISP,1261,1296,388,117
2025-03-07,LPG,Excl. ISP,1091,1426,121,123
2025-03-08,NGL,Incl. ISP,1260,1471,451,130
2025-03-09,LPG,Incl. ISP,1404,922,467,121
2025-03-10,NGL,Incl. ISP,993,984,194,101
2025-03-11,LPG,Incl. ISP,1494,988,153,131
2025-03-12,LPG,Excl. ISP,1247,908,366,120
2025-03-13,LPG,Excl. ISP,1231,1192,161,123
2025-03-14,NGL,Incl. ISP,1106,1473,486,98
2025-03-15,NGL,Incl. ISP,1416,923,434,141
2025-03-16,LPG,Excl. ISP,1187,966,325,130
2025-03-17,NGL,Incl. ISP,1320,1139,514,124
2025-03-18,LPG,Incl. ISP,971,931,137,121
2025-03-19,LPG,Incl. ISP,1178,1142,540,121
2025-03-20,LPG,Incl. ISP,1394,920,109,140
2025-03-21,LPG,Incl. ISP,1467,1084,359,93
2025-03-22,NGL,Excl. ISP,1401,945,541,117
2025-03-23,NGL,Excl. ISP,1398,1434,130,119
2025-03-24,LPG,Incl. ISP,1081,1020,537,110
2025-03-25,NGL,Excl. ISP,1153,919,410,91
2025-03-26,LPG,Excl. ISP,1104,956,107,122
2025-03-27,LPG,Incl. ISP,1039,974,417,100
2025-03-28,NGL,Incl. ISP,941,1166,130,131
2025-03-29,NGL,Excl. ISP,1377,1459,212,134
2025-03-30,NGL,Incl. ISP,1362,1477,296,116
2025-03-31,LPG,Excl. ISP,1158,1438,339,99
2025-04-01,NGL,Incl. ISP,1122,1151,364,124
2025-04-02,LPG,Excl. ISP,1170,1238,212,91
2025-04-03,NGL,Incl. ISP,1464,1421,262,93
2025-04-04,NGL,Incl. ISP,1007,1330,536,119
2025-04-05,LPG,Incl. ISP,1020,1241,103,117
2025-04-06,NGL,Incl. ISP,1027,1273,183,94
2025-04-07,LPG,Excl. ISP,1346,965,212,109
2025-04-08,NGL,Incl. ISP,1413,1231,448,102
2025-04-09,LPG,Excl. ISP,1168,1396,344,149
2025-04-10,LPG,Excl. ISP,1189,1394,274,130
2025-04-11,LPG,Excl. ISP,1421,1308,407,143
2025-04-12,LPG,Incl. ISP,958,1100,187,134
2025-04-13,NGL,Excl. ISP,904,1379,427,115
2025-04-14,NGL,Excl. ISP,1252,1375,437,92
2025-04-15,NGL,Incl. ISP,1063,1052,120,102
2025-04-16,LPG,Excl. ISP,947,1329,129,134
2025-04-17,LPG,Excl. ISP,1319,1013,325,112
2025-04-18,LPG,Incl. ISP,1048,959,385,117
2025-04-19,LPG,Excl. ISP,1232,1318,175,125
2025-04-20,LPG,Excl. ISP,1002,927,158,133
2025-04-21,LPG,Incl. ISP,1350,979,144,98
2025-04-22,LPG,Incl. ISP,1409,1361,146,132
2025-04-23,LPG,Incl. ISP,1179,1156,415,134
2025-04-24,LPG,Excl. ISP,1486,1259,127,135
2025-04-25,LPG,Incl. ISP,1458,1084,180,122
2025-04-26,NGL,Excl. ISP,1378,1173,417,91
2025-04-27,LPG,Excl. ISP,1386,1086,127,148
2025-04-28,LPG,Incl. ISP,1404,1338,195,97
2025-04-29,NGL,Excl. ISP,1274,1389,501,150
2025-04-30,NGL,Excl. ISP,985,1093,158,142
2025-05-01,LPG,Incl. ISP,992,1310,529,140
2025-05-02,LPG,Incl. ISP,991,1445,443,111
2025-05-03,NGL,Incl. ISP,1148,1256,357,145
2025-05-04,NGL,Excl. ISP,1447,1049,110,95
2025-05-05,NGL,Excl. ISP,1161,1370,148,94
2025-05-06,LPG,Incl. ISP,1004,1364,122,127
2025-05-07,NGL,Incl. ISP,960,1015,523,132
2025-05-08,NGL,Excl. ISP,1257,1197,252,132
2025-05-09,LPG,Excl. ISP,1178,1006,124,95
2025-05-10,NGL,Incl. ISP,1141,910,224,105
2025-05-11,NGL,Incl. ISP,1135,1473,195,128
2025-05-12,LPG,Excl. ISP,950,945,204,91
2025-05-13,NGL,Excl. ISP,1185,1497,449,134
2025-05-14,NGL,Incl. ISP,1421,922,361,119
2025-05-15,LPG,Excl. ISP,1148,1315,365,97
2025-05-16,NGL,Incl. ISP,1376,1213,217,137
2025-05-17,NGL,Excl. ISP,1340,1211,538,135
2025-05-18,NGL,Excl. ISP,1016,1253,472,113
2025-05-19,LPG,Excl. ISP,1185,1221,171,125
2025-05-20,LPG,Excl. ISP,1359,954,532,115
2025-05-21,NGL,Excl. ISP,1069,1439,218,112
2025-05-22,NGL,Incl. ISP,1037,1338,157,124
2025-05-23,NGL,Incl. ISP,1175,1409,252,148
2025-05-24,LPG,Incl. ISP,1199,1264,323,99
2025-05-25,NGL,Excl. ISP,1242,912,325,138
2025-05-26,NGL,Excl. ISP,1020,1310,449,115
2025-05-27,NGL,Incl. ISP,1388,1221,241,134
2025-05-28,LPG,Incl. ISP,1139,929,364,126
2025-05-29,NGL,Excl. ISP,1497,1013,120,124
2025-05-30,NGL,Excl. ISP,1088,920,386,131
2025-05-31,NGL,Excl. ISP,1390,1151,491,109
2025-06-01,NGL,Excl. ISP,948,1001,187,113
2025-06-02,LPG,Incl. ISP,1388,1033,503,112
2025-06-03,NGL,Excl. ISP,1036,976,445,105
2025-06-04,LPG,Excl. ISP,1384,1162,110,128
2025-06-05,LPG,Incl. ISP,1465,1045,298,126
2025-06-06,NGL,Incl. ISP,1050,1097,322,107
2025-06-07,LPG,Incl. ISP,1157,1025,171,137
2025-06-08,NGL,Excl. ISP,1034,1185,457,125
2025-06-09,NGL,Excl. ISP,1384,951,515,117
2025-06-10,LPG,Excl. ISP,1057,1112,488,139
2025-06-11,NGL,Excl. ISP,1163,979,490,136
2025-06-12,LPG,Excl. ISP,1161,1385,480,93
2025-06-13,NGL,Excl. ISP,1064,1494,308,149
2025-06-14,LPG,Excl. ISP,1317,1467,317,104
2025-06-15,NGL,Incl. ISP,974,998,522,111
2025-06-16,NGL,Excl. ISP,1363,1420,259,144
2025-06-17,NGL,Incl. ISP,1368,1332,311,91
2025-06-18,LPG,Incl. ISP,918,1129,128,135
2025-06-19,NGL,Excl. ISP,1433,1336,340,144
2025-06-20,LPG,Excl. ISP,1304,1119,298,107
2025-06-21,LPG,Incl. ISP,947,915,309,111
2025-06-22,LPG,Excl. ISP,1162,1294,201,131
2025-06-23,NGL,Excl. ISP,1097,1496,503,148
2025-06-24,NGL,Excl. ISP,1287,934,257,134
2025-06-25,NGL,Incl. ISP,983,1191,256,102
2025-06-26,NGL,Excl. ISP,1315,1193,376,139
2025-06-27,LPG,Excl. ISP,1320,1015,527,125
2025-06-28,NGL,Incl. ISP,1041,985,134,144
2025-06-29,LPG,Incl. ISP,1388,1410,529,124
2025-06-30,LPG,Excl. ISP,1418,1179,239,145
2025-07-01,LPG,Excl. ISP,1138,1023,144,144
2025-07-02,LPG,Excl. ISP,1316,1141,459,122
2025-07-03,LPG,Excl. ISP,1274,977,151,135
2025-07-04,NGL,Excl. ISP,1100,1417,349,125
2025-07-05,LPG,Incl. ISP,1419,1095,268,145
2025-07-06,NGL,Incl. ISP,1133,968,135,146
2025-07-07,LPG,Incl. ISP,1394,1250,218,122
2025-07-08,LPG,Incl. ISP,1430,1261,395,99
2025-07-09,LPG,Excl. ISP,1143,1301,390,97
2025-07-10,LPG,Incl. ISP,1429,1262,191,108
2025-07-11,LPG,Incl. ISP,1140,1010,261,134
2025-07-12,NGL,Excl. ISP,1259,1353,198,140
2025-07-13,LPG,Excl. ISP,1154,936,162,122
2025-07-14,NGL,Incl. ISP,1064,1410,214,135
2025-07-15,LPG,Excl. ISP,1359,1473,500,121
2025-07-16,NGL,Incl. ISP,1270,1500,204,121
2025-07-17,NGL,Incl. ISP,1358,907,209,93
2025-07-18,NGL,Incl. ISP,1055,1024,488,118
2025-07-19,LPG,Incl. ISP,983,1011,188,137
2025-07-20,NGL,Excl. ISP,1455,910,144,141
2025-07-21,NGL,Incl. ISP,1132,1142,414,140
2025-07-22,LPG,Incl. ISP,1108,1454,141,139
2025-07-23,NGL,Excl. ISP,990,1149,158,140
2025-07-24,LPG,Incl. ISP,1321,1238,160,135
2025-07-25,LPG,Incl. ISP,1231,1160,325,126
2025-07-26,NGL,Incl. ISP,1298,1173,251,124
2025-07-27,LPG,Incl. ISP,1305,1264,256,114
2025-07-28,LPG,Incl. ISP,1279,1341,548,128
2025-07-29,LPG,Excl. ISP,1365,1079,250,134
2025-07-30,NGL,Excl. ISP,1294,1318,254,91
2025-07-31,NGL,Incl. ISP,1062,1448,367,130
2025-08-01,NGL,Incl. ISP,1342,1374,345,135
2025-08-02,NGL,Excl. ISP,1153,1232,314,102
2025-08-03,NGL,Incl. ISP,1051,1368,354,135
2025-08-04,NGL,Excl. ISP,1259,919,130,132
2025-08-05,NGL,Excl. ISP,1079,1086,270,110
2025-08-06,NGL,Incl. ISP,1119,1403,242,93
2025-08-07,NGL,Incl. ISP,941,1124,187,91
2025-08-08,NGL,Incl. ISP,1020,1164,135,113
2025-08-09,NGL,Incl. ISP,1235,1462,515,130
2025-08-10,NGL,Excl. ISP,935,984,243,99
2025-08-11,NGL,Incl. ISP,1047,1096,455,128
2025-08-12,LPG,Excl. ISP,1349,1374,280,96
2025-08-13,LPG,Incl. ISP,936,914,131,96
2025-08-14,NGL,Excl. ISP,1159,1371,208,105
2025-08-15,LPG,Incl. ISP,1443,934,359,138
2025-08-16,NGL,Incl. ISP,1212,1178,505,131
2025-08-17,NGL,Incl. ISP,1212,967,390,144
2025-08-18,NGL,Incl. ISP,1322,1095,522,92
2025-08-19,LPG,Incl. ISP,1413,1214,434,132
2025-08-20,LPG,Incl. ISP,1332,1120,281,131
2025-08-21,NGL,Incl. ISP,984,1340,163,121
2025-08-22,LPG,Excl. ISP,1463,1402,147,130
2025-08-23,LPG,Incl. ISP,1335,1422,259,107
2025-08-24,NGL,Incl. ISP,1083,1477,261,102
2025-08-25,LPG,Excl. ISP,1215,1200,347,147
2025-08-26,NGL,Incl. ISP,1036,1027,158,138
2025-08-27,LPG,Excl. ISP,1308,1303,338,119
2025-08-28,NGL,Excl. ISP,1408,1046,103,137
2025-08-29,LPG,Incl. ISP,957,1296,238,122
2025-08-30,NGL,Incl. ISP,1213,1474,255,104
2025-08-31,NGL,Excl. ISP,967,981,377,91
2025-09-01,NGL,Excl. ISP,1364,1161,186,120
2025-09-02,NGL,Incl. ISP,1382,1241,172,92
2025-09-03,NGL,Excl. ISP,1110,919,327,96
2025-09-04,NGL,Incl. ISP,1059,1225,481,146
2025-09-05,NGL,Incl. ISP,1237,1377,230,130
2025-09-06,NGL,Excl. ISP,1415,1358,118,148
2025-09-07,NGL,Excl. ISP,969,1127,468,114
2025-09-08,NGL,Incl. ISP,1387,1091,446,104
2025-09-09,LPG,Incl. ISP,1356,1288,174,102
2025-09-10,NGL,Incl. ISP,1225,1111,204,148
2025-09-11,NGL,Incl. ISP,1122,1353,289,136
2025-09-12,NGL,Incl. ISP,1331,1064,120,106
2025-09-13,NGL,Incl. ISP,947,940,334,128
2025-09-14,NGL,Excl. ISP,1147,1092,311,94
2025-09-15,NGL,Incl. ISP,1110,1214,310,97
2025-09-16,LPG,Incl. ISP,1060,1183,442,94
2025-09-17,LPG,Incl. ISP,1481,1104,240,135
2025-09-18,LPG,Incl. ISP,1029,922,497,112
2025-09-19,LPG,Excl. ISP,1036,1426,492,115
2025-09-20,NGL,Incl. ISP,1130,922,495,129
2025-09-21,NGL,Excl. ISP,1311,1367,418,141
2025-09-22,NGL,Incl. ISP,1173,1408,134,117
2025-09-23,LPG,Excl. ISP,1247,916,273,102
2025-09-24,NGL,Excl. ISP,959,1193,398,108
2025-09-25,LPG,Excl. ISP,1490,1285,106,135
2025-09-26,NGL,Excl. ISP,1087,1171,307,121
2025-09-27,NGL,Incl. ISP,973,1497,273,101
2025-09-28,NGL,Incl. ISP,1040,1198,309,135
2025-09-29,NGL,Excl. ISP,935,1467,270,148
2025-09-30,NGL,Excl. ISP,1436,1464,331,142
2025-10-01,NGL,Incl. ISP,1051,1236,132,134
2025-10-02,LPG,Excl. ISP,1149,1142,352,135
2025-10-03,NGL,Incl. ISP,936,1132,530,108
2025-10-04,LPG,Incl. ISP,991,1266,274,116
2025-10-05,LPG,Excl. ISP,927,967,175,102
2025-10-06,NGL,Excl. ISP,1189,1259,377,122
2025-10-07,NGL,Excl. ISP,1057,1197,141,121
2025-10-08,NGL,Excl. ISP,1489,1209,200,149
2025-10-09,NGL,Incl. ISP,1314,1308,345,142
2025-10-10,LPG,Incl. ISP,1355,1400,332,127
2025-10-11,LPG,Excl. ISP,957,952,209,139
2025-10-12,NGL,Excl. ISP,1442,1202,168,115
2025-10-13,NGL,Incl. ISP,904,1018,444,105
2025-10-14,NGL,Incl. ISP,1234,1233,129,139
2025-10-15,NGL,Excl. ISP,1498,926,134,126
2025-10-16,NGL,Incl. ISP,1396,1301,539,91
2025-10-17,LPG,Incl. ISP,1357,947,414,111
2025-10-18,NGL,Incl. ISP,911,1258,393,115
2025-10-19,LPG,Incl. ISP,1467,1402,263,149
2025-10-20,NGL,Incl. ISP,1225,1029,242,142
2025-10-21,NGL,Excl. ISP,955,1136,124,132
2025-10-22,LPG,Excl. ISP,1188,1319,434,90
2025-10-23,LPG,Excl. ISP,1017,1284,373,139
2025-10-24,NGL,Excl. ISP,1241,1403,398,113
2025-10-25,LPG,Incl. ISP,1020,1049,222,95
2025-10-26,LPG,Excl. ISP,1181,1030,169,126
2025-10-27,LPG,Excl. ISP,1296,1196,233,139
2025-10-28,LPG,Incl. ISP,926,1148,336,144
2025-10-29,NGL,Incl. ISP,1176,1187,358,120
2025-10-30,NGL,Excl. ISP,952,1189,345,150
2025-10-31,LPG,Incl. ISP,1103,1369,410,141
2025-11-01,NGL,Incl. ISP,1000,993,384,138
2025-11-02,NGL,Incl. ISP,1125,926,154,134
2025-11-03,LPG,Excl. ISP,1372,1108,188,131
2025-11-04,NGL,Incl. ISP,1285,1478,382,120
2025-11-05,LPG,Incl. ISP,1260,1460,502,132
2025-11-06,LPG,Incl. ISP,1496,1475,305,98
2025-11-07,LPG,Excl. ISP,990,922,463,99
2025-11-08,LPG,Excl. ISP,1097,1316,367,104
2025-11-09,NGL,Incl. ISP,1194,1424,196,90
2025-11-10,NGL,Excl. ISP,1195,1134,284,140
2025-11-11,LPG,Incl. ISP,954,993,245,136
2025-11-12,LPG,Incl. ISP,1336,1112,389,122
2025-11-13,NGL,Excl. ISP,1410,1377,416,137
2025-11-14,LPG,Incl. ISP,1024,1229,330,142
2025-11-15,NGL,Incl. ISP,1197,1489,249,148
2025-11-16,LPG,Excl. ISP,1138,1044,261,146
2025-11-17,LPG,Incl. ISP,1314,1013,346,132
2025-11-18,LPG,Incl. ISP,1468,1360,522,91
2025-11-19,LPG,Incl. ISP,1187,1459,536,90
2025-11-20,LPG,Excl. ISP,980,1332,432,129
2025-11-21,NGL,Excl. ISP,977,1439,390,136
2025-11-22,NGL,Incl. ISP,904,1094,516,90
2025-11-23,LPG,Incl. ISP,1434,1239,302,141
2025-11-24,LPG,Excl. ISP,1442,985,390,117
2025-11-25,NGL,Excl. ISP,1030,1389,427,122
2025-11-26,NGL,Excl. ISP,961,1409,510,92
2025-11-27,LPG,Excl. ISP,1182,1062,118,117
2025-11-28,NGL,Excl. ISP,1196,909,186,150
2025-11-29,NGL,Excl. ISP,961,1152,419,131
2025-11-30,NGL,Incl. ISP,1032,1300,349,104
2025-12-01,LPG,Incl. ISP,950,1340,482,137
2025-12-02,LPG,Excl. ISP,1419,1271,177,136
2025-12-03,LPG,Excl. ISP,994,1349,475,150
2025-12-04,LPG,Excl. ISP,1371,986,113,142
2025-12-05,LPG,Excl. ISP,932,1099,511,96
2025-12-06,LPG,Excl. ISP,1186,1058,441,101
2025-12-07,NGL,Excl. ISP,1056,1183,213,95
2025-12-08,LPG,Incl. ISP,1074,1428,212,145
2025-12-09,NGL,Incl. ISP,1003,1454,496,120
2025-12-10,NGL,Excl. ISP,1182,1494,280,120
2025-12-11,LPG,Incl. ISP,1297,1438,353,109
2025-12-12,LPG,Excl. ISP,1436,1343,437,132
2025-12-13,NGL,Incl. ISP,1075,1135,158,146
2025-12-14,LPG,Incl. ISP,1482,1008,303,135
2025-12-15,NGL,Incl. ISP,1328,1280,335,101
2025-12-16,NGL,Incl. ISP,1247,1312,482,100
2025-12-17,NGL,Incl. ISP,954,1117,306,124
2025-12-18,NGL,Excl. ISP,1097,1202,318,103
2025-12-19,NGL,Incl. ISP,1425,1107,527,102
2025-12-20,NGL,Excl. ISP,981,1408,247,122
2025-12-21,NGL,Excl. ISP,1246,1221,155,130
2025-12-22,NGL,Incl. ISP,1166,1109,197,102
2025-12-23,LPG,Incl. ISP,1384,1095,207,113
2025-12-24,LPG,Incl. ISP,1067,1210,488,137
2025-12-25,NGL,Incl. ISP,1116,1005,145,112
2025-12-26,LPG,Excl. ISP,1084,938,148,126
2025-12-27,LPG,Incl. ISP,1150,946,509,106
2025-12-28,LPG,Excl. ISP,1182,1437,509,116
2025-12-29,NGL,Excl. ISP,1014,901,107,137
2025-12-30,LPG,Incl. ISP,1181,1179,453,140
2025-12-31,LPG,Incl. ISP,1453,928,187,116
2026-01-01,LPG,Excl. ISP,1428,1498,135,126
2026-01-02,NGL,Incl. ISP,985,1116,157,148
2026-01-03,LPG,Incl. ISP,1228,1350,540,127
2026-01-04,LPG,Excl. ISP,1427,1136,255,125
2026-01-05,NGL,Incl. ISP,1445,1496,539,135
2026-01-06,LPG,Incl. ISP,944,1455,519,128
2026-01-07,LPG,Excl. ISP,1413,971,497,122
2026-01-08,NGL,Incl. ISP,1126,995,129,104
2026-01-09,NGL,Incl. ISP,1292,1391,504,108
2026-01-10,NGL,Incl. ISP,1468,1493,472,132
2026-01-11,LPG,Incl. ISP,1445,1382,474,136
2026-01-12,NGL,Excl. ISP,1167,1091,272,106
2026-01-13,NGL,Excl. ISP,1294,1322,460,132
2026-01-14,NGL,Excl. ISP,1219,1480,119,136
2026-01-15,NGL,Excl. ISP,1088,1163,260,126
2026-01-16,NGL,Excl. ISP,1493,984,138,130
2026-01-17,NGL,Incl. ISP,1282,973,334,104
2026-01-18,LPG,Incl. ISP,1438,956,183,94
2026-01-19,NGL,Excl. ISP,1060,1087,275,143
2026-01-20,LPG,Incl. ISP,1082,1142,199,128
2026-01-21,NGL,Excl. ISP,1440,1471,213,108
2026-01-22,LPG,Excl. ISP,935,1447,383,101
2026-01-23,LPG,Excl. ISP,1036,1391,425,122
2026-01-24,NGL,Incl. ISP,1356,1208,136,144
2026-01-25,LPG,Excl. ISP,1373,1114,547,103
2026-01-26,NGL,Excl. ISP,1046,1127,104,141
2026-01-27,LPG,Incl. ISP,1079,1267,105,148
2026-01-28,LPG,Incl. ISP,1107,1470,384,136
2026-01-29,NGL,Incl. ISP,1044,906,401,104
2026-01-30,NGL,Excl. ISP,1076,920,298,111
2026-01-31,LPG,Incl. ISP,1416,1319,437,95
2026-02-01,LPG,Incl. ISP,971,1150,321,128
2026-02-02,NGL,Incl. ISP,942,1185,110,149
2026-02-03,LPG,Excl. ISP,1107,1285,454,136
2026-02-04,NGL,Excl. ISP,1421,1188,285,95
2026-02-05,NGL,Incl. ISP,1146,1435,107,112
2026-02-06,NGL,Excl. ISP,1122,1022,209,108
2026-02-07,NGL,Excl. ISP,976,1446,517,99
2026-02-08,NGL,Incl. ISP,1256,935,379,136
2026-02-09,NGL,Incl. ISP,1189,1265,507,90
2026-02-10,LPG,Incl. ISP,1004,1455,201,139
2026-02-11,NGL,Excl. ISP,918,1149,143,128
2026-02-12,LPG,Incl. ISP,935,1360,447,111
2026-02-13,NGL,Excl. ISP,1259,926,155,142
2026-02-14,LPG,Excl. ISP,935,1344,406,115
2026-02-15,LPG,Excl. ISP,1275,1121,111,103
2026-02-16,NGL,Excl. ISP,1189,1245,245,126
2026-02-17,LPG,Incl. ISP,1336,1310,254,104
2026-02-18,NGL,Incl. ISP,1114,1076,226,100
2026-02-19,NGL,Excl. ISP,1054,1167,520,98
2026-02-20,NGL,Incl. ISP,1266,1188,446,139
2026-02-21,LPG,Incl. ISP,1456,1436,381,126
2026-02-22,LPG,Excl. ISP,1343,968,518,119
2026-02-23,NGL,Incl. ISP,1152,1322,456,143
2026-02-24,NGL,Incl. ISP,1032,1061,512,145
2026-02-25,LPG,Incl. ISP,1045,1076,201,90
2026-02-26,LPG,Excl. ISP,1294,1096,501,116
2026-02-27,NGL,Excl. ISP,1172,976,161,108
2026-02-28,NGL,Excl. ISP,1245,1250,489,113
2026-03-01,NGL,Incl. ISP,1285,1258,526,102
2026-03-02,NGL,Incl. ISP,1451,993,283,126
2026-03-03,LPG,Incl. ISP,1420,1258,154,113
2026-03-04,LPG,Incl. ISP,1211,1047,157,112
2026-03-05,LPG,Incl. ISP,1146,918,145,107
2026-03-06,NGL,Excl. ISP,1115,1043,486,113
2026-03-07,NGL,Incl. ISP,1320,994,534,113
2026-03-08,LPG,Excl. ISP,959,1463,139,127
2026-03-09,NGL,Excl. ISP,1328,1209,177,140
2026-03-10,LPG,Excl. ISP,1304,1474,174,102
2026-03-11,LPG,Incl. ISP,1194,1493,457,122
2026-03-12,NGL,Incl. ISP,1122,1006,159,142
2026-03-13,LPG,Excl. ISP,1388,1288,204,120
2026-03-14,NGL,Excl. ISP,984,1354,190,101
2026-03-15,LPG,Incl. ISP,1215,1412,109,118
2026-03-16,NGL,Excl. ISP,1119,1068,454,143
2026-03-17,NGL,Incl. ISP,996,944,333,121
2026-03-18,LPG,Incl. ISP,1341,1345,542,100
2026-03-19,NGL,Incl. ISP,1225,1380,400,115
2026-03-20,LPG,Incl. ISP,1027,911,200,104
2026-03-21,LPG,Excl. ISP,1449,1342,509,136
2026-03-22,LPG,Incl. ISP,1156,1166,429,132
2026-03-23,LPG,Excl. ISP,1329,989,404,115
2026-03-24,NGL,Incl. ISP,1443,1258,375,116
2026-03-25,NGL,Excl. ISP,1341,1243,304,118
2026-03-26,LPG,Incl. ISP,997,906,428,116
2026-03-27,NGL,Incl. ISP,1051,1408,171,107
2026-03-28,LPG,Excl. ISP,1135,1343,288,143
2026-03-29,LPG,Excl. ISP,1272,1247,457,133
2026-03-30,NGL,Incl. ISP,1111,980,475,97
2026-03-31,LPG,Excl. ISP,1193,1421,541,144
2026-04-01,NGL,Excl. ISP,1391,903,205,114
2026-04-02,NGL,Excl. ISP,1293,1068,170,117
2026-04-03,NGL,Excl. ISP,937,919,293,147
2026-04-04,LPG,Excl. ISP,1116,1123,433,112
2026-04-05,LPG,Incl. ISP,1320,1440,180,93
2026-04-06,NGL,Incl. ISP,1457,1485,195,114
2026-04-07,LPG,Excl. ISP,1370,1303,422,99
2026-04-08,LPG,Incl. ISP,1372,1182,518,139
2026-04-09,NGL,Excl. ISP,1157,1355,542,148
2026-04-10,LPG,Incl. ISP,1225,1143,502,144
2026-04-11,LPG,Excl. ISP,1088,1128,476,110
2026-04-12,LPG,Excl. ISP,1466,963,164,148
2026-04-13,LPG,Excl. ISP,1014,1472,229,115
2026-04-14,LPG,Excl. ISP,1298,1257,175,146
2026-04-15,LPG,Excl. ISP,1400,1109,281,108
2026-04-16,NGL,Incl. ISP,1366,1143,292,120
2026-04-17,LPG,Excl. ISP,1399,1178,521,93
2026-04-18,LPG,Excl. ISP,1318,1096,484,131
2026-04-19,NGL,Excl. ISP,926,1067,214,142
2026-04-20,LPG,Excl. ISP,1308,1469,186,131
2026-04-21,NGL,Excl. ISP,1151,1061,159,142
2026-04-22,NGL,Incl. ISP,1335,1384,211,123
2026-04-23,NGL,Excl. ISP,1491,930,486,148
2026-04-24,NGL,Incl. ISP,1071,1069,432,127
2026-04-25,LPG,Incl. ISP,916,1167,296,102
2026-04-26,NGL,Incl. ISP,1271,912,115,143
2026-04-27,LPG,Incl. ISP,1249,1138,311,150
2026-04-28,NGL,Excl. ISP,1405,1225,315,118
2026-04-29,NGL,Excl. ISP,1165,1132,469,119
